FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Hector,Bellerin,DEF,ARS,5100000,2,73,3.6,7.05882352941176E-07,1.43137254901961E-05,0,977114,7,20,0,0,0,0,0,14.3,7194,1,0,73,-1,0.6,0,3.3,13,0,6,0,3,4.6,932172,0,-1,0,3,1730,1765,0,0,348,Aston Villa,Leeds United F.C.,Man City,Leicester,Burnley,4.5,2.8,4.9,4.4,3.9,3.1,4.6,4.3,3.6,4,2.6,3.4,3.9,3.4,4.1,3.3,76.2
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4952,0,0,0,0,0,0,0,0,6,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Wolverhampton,Liverpool,Aston Villa,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,27877,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,1,34,1.54545454545455,2.57575757575758E-07,5.66666666666667E-06,0,48441,0,11,0,0,0,0,0,5.7,1089,0,0,34,0,0.4,0,2.5,0,0,2,0,3,0.2,60474,0,-1,0,0,838,613,0,0,122,Fulham,Sheffield United,Tottenham,Man City,Leeds United F.C.,0.9,1.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,1.1,0.8,0.9,1.1,0.9,59.9
Josh,Benson,MID,BUR,4500000,0,10,0.476190476190476,1.05820105820106E-07,2.22222222222222E-06,0,3382,0,7,0,0,0,0,0,2.2,47,0,0,10,0,0,0,0.1,0,0,1,0,0,0,3913,0,-1,0,0,260,41,0,0,27,Brighton,Crystal Palace,Fulham,West Brom,Tottenham,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,0,40,2.7,4.90909090909091E-07,7.27272727272727E-06,0,119402,0,13,0,0,0,3,0,7.3,1975,0,0,40,0,0.2,0,1.3,3,0,1,0,2,0.6,136046,0,-1,0,1,703,757,0,1,104,Leeds United F.C.,Burnley,Brighton,Fulham,Tottenham,2.4,2.5,2.2,2.7,2.1,3,2.3,2.4,2.2,1.8,2.2,2.2,2.4,2,2.3,2.2,66.4
Sander,Berge,MID,SHU,4900000,0,29,2.2,4.48979591836735E-07,5.91836734693878E-06,0,30396,4,19,0,0,0,1,0,5.9,56,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,23011,0,-1,0,0,1015,10,0,0,148,Chelsea,West Ham,Fulham,Liverpool,Southampton,0,0,0,0,0,0,1.2,1.6,1.4,1.3,1.6,1.3,1.6,1.7,1.5,2,47
Steven,Bergwijn,MID,TOT,7000000,1,39,1.85714285714286,2.6530612244898E-07,5.57142857142857E-06,0,104298,2,11,0,0,0,0,0,5.6,799,-5,0,39,5,0.3,0,2.3,0,0,5,0,3,0.4,31367,0,-1,0,0,1018,278,0,0,78,West Brom,Man City,West Ham,Burnley,Crystal Palace,1.2,0.9,1.1,1.3,1,1.2,1.1,1.3,0.9,1.4,0,1.8,1.4,1.2,0.9,1.2,34.1
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,-1,0,0,0,7,0,0,0,Liverpool,Tottenham,Everton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,13,0.65,1.14035087719298E-07,2.28070175438596E-06,0,19322,2,4,0,0,0,1,0,2.3,86,-3,0,13,3,0,0,0,1,0,1,0,0,0.1,10868,0,-1,0,0,271,60,0,0,44,Man Utd,Fulham,Man City,Liverpool,Southampton,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.8
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,814974,0,3,0,0,0,0,0,1.3,6013,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,5.3,319447,0,-1,0,0,205,0,0,0,30,Burnley,Aston Villa,Crystal Palace,West Brom,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,5,50,2.38095238095238,3.21750321750322E-07,6.75675675675676E-06,0,124702,1,5,0,0,0,1,0,6.8,2251,-1,0,50,1,0.6,0,4.4,1,0,8,0,3,1,130435,0,-1,0,0,1210,5598,0,0,232,Liverpool,Tottenham,Everton,Arsenal,West Ham,1.2,3.3,1.6,1.7,1.3,1.7,2.1,1.5,1.7,1.3,0,1.2,1.8,1.7,1.7,1.7,73.9
Ryan,Bertrand,DEF,SOU,5000000,4,58,2.9,5.8E-07,1.16E-05,0,147916,5,32,0,0,0,0,0,11.6,655,0,0,58,0,0.2,0,0.8,2,0,7,0,1,0.8,99245,0,-1,0,0,1788,632,0,0,280,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,Everton,2.1,3.9,5,2.3,2.2,2.8,2.5,2.9,2.9,3.6,0,2.8,3,3.3,2.3,3,53
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5412,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,West Ham,Everton,Burnley,Sheffield United,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,2,44,2.1,4.77272727272727E-07,1E-05,0,506144,6,26,0,0,0,1,0,10,1900,-1,0,44,1,0.4,0,1.8,2,0,6,0,0,1.6,319719,0,-1,0,0,1762,1554,0,1,261,Burnley,Aston Villa,Crystal Palace,West Brom,Leicester,1.8,1,1.3,1.8,1,1.3,1.4,1.2,1.2,1.4,2.1,1.2,1.3,1.2,1,1.5,56.9
Jayden,Bogle,DEF,SHU,4300000,1,26,1.18181818181818,2.74841437632135E-07,6.04651162790698E-06,0,11156,1,11,0,0,0,2,0,6,191,-2,0,26,2,0.7,0,3.2,0,0,1,0,0,0.1,9967,0,-1,0,1,613,400,0,0,92,Chelsea,West Ham,Fulham,Liverpool,Southampton,0.6,0.7,0.7,0.9,0.6,0.7,0.7,0.6,0.8,0.7,0.6,0.6,0.9,0.6,0.6,0.7,38.7
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,2939,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Crystal Palace,Arsenal,Wolverhampton,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,58,3.6,6.66666666666667E-07,1.07407407407407E-05,0,239976,1,21,0,0,0,1,0,10.7,2037,-1,0,58,1,0.7,0,3.7,4,0,5,0,1,1.4,156012,0,-1,0,0,1440,542,0,0,293,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,2.7,3.3,2.9,4,4.7,4.3,4.5,4,4.1,4,4,3.8,3.4,3.2,4.2,48.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,27941,0,0,0,0,0,0,0,0,21,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4741,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,MID,WHU,6100000,1,87,3.8,6.22950819672131E-07,1.42622950819672E-05,0,679872,0,22,0,0,0,5,0,14.3,6693,-4,0,87,4,0.5,0,3.2,5,0,6,0,3,2.2,694600,0,-1,0,2,1676,1593,0,0,268,Fulham,Sheffield United,Tottenham,Man City,Leeds United F.C.,3.9,5.1,2.9,2.4,3.2,3.1,3.1,3.4,2.7,3.8,3.5,4.3,3.2,3.9,4.3,3.8,119.2
Robbie,Brady,MID,BUR,5000000,0,41,2.7,5.4E-07,8.2E-06,0,14449,2,5,0,0,0,1,0,8.2,203,0,0,41,0,0.3,0,1.6,3,0,7,0,1,0.1,12867,0,-1,0,0,958,19,0,0,147,Brighton,Crystal Palace,Fulham,West Brom,Tottenham,0,0,0,1.9,1.8,2.4,1.6,1.9,2.2,1.7,1.9,1.9,2.3,1.9,1.6,3,45.5
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,310501,0,0,0,0,0,0,0,0,1327,-1,0,0,1,0,0,0,0,0,0,0,0,1.4,140402,0,-1,0,0,0,0,0,0,0,Man Utd,Fulham,Man City,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Liverpool,Tottenham,Everton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Arsenal,Brighton,Leicester,Leeds United F.C.,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,SHU,4500000,1,23,1.04545454545455,2.32323232323232E-07,5.11111111111111E-06,0,1166168,0,10,0,0,0,0,0,5.1,18487,0,0,23,0,0.2,0,1,0,0,1,0,0,6.6,1254108,0,-1,0,0,727,7424,0,0,54,Chelsea,West Ham,Fulham,Liverpool,Southampton,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,28.8
Josh,Brownhill,MID,BUR,4900000,0,41,2.3,4.69387755102041E-07,8.36734693877551E-06,0,8465,1,18,0,0,0,0,0,8.4,64,-1,0,41,1,0.2,0,1.1,0,0,7,0,0,0,7309,0,-1,0,0,1575,10,0,0,203,Brighton,Crystal Palace,Fulham,West Brom,Tottenham,0,0,1.8,1.5,1.4,1.9,1.2,1.4,1.7,1.3,1.5,1.5,1.8,1.5,1.2,2.3,57.4
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,-1,0,0,0,28,0,0,0,Chelsea,West Ham,Fulham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bryan,DEF,FUL,4600000,0,12,0.571428571428571,1.24223602484472E-07,2.60869565217391E-06,0,66194,2,13,0,0,0,0,0,2.6,162,-4,0,12,4,0.1,0,0.3,0,0,0,0,1,0.3,14960,0,-1,0,0,449,80,0,0,85,West Ham,Everton,Burnley,Sheffield United,Crystal Palace,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,17.5
Kean,Bryan,DEF,SHU,3900000,1,12,0.545454545454545,1.3986013986014E-07,3.07692307692308E-06,0,29475,0,5,0,0,0,1,0,3.1,561,-1,0,12,1,0.4,0,1.5,0,0,0,0,0,0.3,48476,0,-1,0,0,294,1159,0,0,51,Chelsea,West Ham,Fulham,Liverpool,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.1
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,-1,0,0,0,86,0,0,0,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Burke,MID,SHU,4200000,5,34,1.54545454545455,3.67965367965368E-07,8.09523809523809E-06,0,320080,2,14,0,0,0,1,0,8.1,4388,-3,0,34,3,0.7,0,2.8,0,0,1,0,2,1.7,362032,0,-1,0,0,899,6758,0,0,84,Chelsea,West Ham,Fulham,Liverpool,Southampton,0.9,0.8,0.8,0.8,1,0.8,0.8,0.9,0.8,0.8,0.9,0.8,0.9,0.9,0.8,1.1,54.5
Dan,Burn,DEF,BHA,4200000,2,29,1.31818181818182,3.13852813852814E-07,6.9047619047619E-06,0,53110,4,15,0,0,0,0,0,6.9,576,-3,0,29,3,0.6,0,2.7,0,0,3,0,0,0.4,29037,1,-1,0,0,1109,1434,0,0,143,Burnley,Aston Villa,Crystal Palace,West Brom,Leicester,0.8,0.8,1,1,0.7,0.7,0.7,1,0.7,0.7,0.7,0.7,1,0.9,1.3,1,28.4
Jack,Butland,GLK,CRY,4500000,0,0,0,0,0,0,3749,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4912,0,-1,0,0,0,61,0,0,0,Leeds United F.C.,Burnley,Brighton,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,GLK,WBA,4000000,0,2,0.0909090909090909,2.27272727272727E-08,5E-07,0,237536,0,2,0,4,0,0,0,0.5,2737,0,0,2,0,0.1,0,0.3,0,0,0,0,0,4,200691,0,-1,0,0,90,1040,0,0,18,Tottenham,Man Utd,Burnley,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Oskar,Buur,DEF,WOL,3900000,0,1,1,2.56410256410256E-07,2.56410256410256E-07,0,279662,0,0,0,0,0,0,0,0.3,3038,-1,0,1,1,0,0,0,0,0,0,0,0,1.9,256762,0,-1,0,0,22,0,0,0,2,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Willy,Caballero,GLK,CHE,4700000,0,1,0.0454545454545455,9.67117988394584E-09,2.12765957446809E-07,0,21016,0,3,0,0,0,0,0,0.2,60,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,5469,0,-1,0,0,90,23,0,0,7,Sheffield United,Newcastle,Southampton,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Gary,Cahill,DEF,CRY,4500000,0,15,0.681818181818182,1.51515151515151E-07,3.33333333333333E-06,0,17139,0,20,0,0,0,1,0,3.3,213,0,0,15,0,0.3,0,1.5,0,0,0,0,0,0.1,17883,0,-1,0,0,720,677,0,0,110,Leeds United F.C.,Burnley,Brighton,Fulham,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,25.3
Moises,Caicedo,MID,BHA,5000000,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,-1,0,0,0,34,0,0,0,Burnley,Aston Villa,Crystal Palace,West Brom,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Cain,MID,LIV,4500000,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,-1,0,0,0,15,0,0,0,Man City,Leicester,Everton,Sheffield United,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cairney,MID,FUL,5200000,0,27,1.28571428571429,2.47252747252747E-07,5.19230769230769E-06,0,26695,2,15,0,0,0,1,0,5.2,72,-3,0,27,3,0,0,0,2,0,1,0,1,0.1,10873,0,-1,0,0,758,5,0,0,160,West Ham,Everton,Burnley,Sheffield United,Crystal Palace,0,0,0,0,0,0.6,0.6,0.6,0.7,0.6,0,0.6,0.8,0.6,0.6,0.6,57.3
,Callum Robinson,FWD,WBA,5400000,0,52,2.5,4.62962962962963E-07,9.62962962962963E-06,0,195192,0,33,0,0,0,2,0,9.6,4121,-1,0,52,1,0.5,0,2.5,4,0,2,0,3,0.8,223893,0,-1,0,1,1178,1020,0,0,169,Tottenham,Man Utd,Burnley,Brighton,Newcastle,2.2,1.8,2.1,2,2.4,2.4,1.8,1.7,2.2,2.3,1.9,2.1,2.1,2.2,1.6,2.4,54.4
Dominic,Calvert-Lewin,FWD,EVE,7600000,12,120,6,7.89473684210526E-07,1.57894736842105E-05,0,4636953,3,26,0,0,0,13,0,15.8,13212,6,0,120,-6,0.7,0,5,16,0,5,0,5,41.6,6683469,0,-1,0,3,1763,267298,0,0,412,Man Utd,Fulham,Man City,Liverpool,Southampton,8.2,13.2,8.4,7.3,7.1,6.7,8.7,7.9,8.5,6.2,8,5.6,7.4,7.6,7.2,6.4,171.5
Leonardo,Campana,FWD,WOL,4800000,0,0,0,0,0,0,37508,0,0,0,0,0,0,0,0,259,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,24880,0,-1,0,0,0,186,0,0,0,Leicester,Southampton,Leeds United F.C.,Newcastle,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,6000000,2,94,5.5,9.16666666666667E-07,1.56666666666667E-05,0,650019,3,7,0,0,0,1,0,15.7,19525,5,0,94,-5,0.9,0,5.6,13,0,10,0,2,21.3,2214899,0,-1,0,1,1432,34384,0,0,388,Liverpool,Tottenham,Everton,Arsenal,West Ham,6.9,12.8,7.2,7.6,7.4,7,8.1,7.2,6.1,7.2,0,6.5,6.7,5.7,6.6,5.8,103.5
Elia,Caprile,GLK,LEE,4000000,0,0,0,0,0,0,19800,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0.3,33592,0,-1,0,0,0,58,0,0,0,Crystal Palace,Arsenal,Wolverhampton,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carlos Vinicius,FWD,TOT,6900000,0,7,1.2,1.73913043478261E-07,1.01449275362319E-06,0,15115,0,1,0,0,0,0,0,1,2197,-1,0,7,1,0.1,0,0.8,0,0,0,0,0,0.2,22212,0,-1,0,0,160,256,0,0,14,West Brom,Man City,West Ham,Burnley,Crystal Palace,0.7,0.6,0.6,0.6,0.9,0.7,0.6,0.9,0.6,0.8,0,0.8,0.8,0.6,0.6,0.7,12.8
Andy,Carroll,FWD,NEW,5200000,0,25,1.13636363636364,2.18531468531469E-07,4.80769230769231E-06,0,90484,1,8,0,0,0,1,0,4.8,612,-3,0,25,3,0.1,0,0.7,3,0,1,0,1,0.3,71322,0,-1,0,0,360,227,0,0,67,Southampton,Chelsea,Man Utd,Wolverhampton,West Brom,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,27.1
Scott,Carson,GLK,MCI,4000000,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0,-1,0,0,0,58,0,0,0,Liverpool,Tottenham,Everton,Arsenal,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,3900000,0,0,0,0,0,0,32869,0,0,0,0,0,0,0,0,102,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,18844,0,-1,0,0,0,0,0,0,0,West Brom,Man City,West Ham,Burnley,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Casey,DEF,LEE,3900000,0,0,0,0,0,0,103962,0,0,0,0,0,0,0,0,724,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,109037,0,-1,0,0,0,166,0,0,0,Crystal Palace,Arsenal,Wolverhampton,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Cash,DEF,AVL,5000000,6,79,4,8E-07,1.58E-05,0,113394,5,24,0,0,0,0,0,15.8,1618,0,0,79,0,0.9,0,4.3,8,0,10,0,2,1.4,184024,0,-1,0,1,1762,4915,0,0,385,Arsenal,Brighton,Leicester,Leeds United F.C.,Wolverhampton,4.6,4.7,4,4.5,5.5,4,4.2,4.6,5.3,5.4,4.6,4.4,4.3,4.7,4.6,3.8,75.9
,Casilla,GLK,LEE,4200000,0,2,0.0952380952380952,2.26757369614512E-08,4.76190476190476E-07,0,132571,0,1,0,1,0,0,0,0.5,405,-3,0,2,3,0.1,0,0.4,0,0,0,0,0,0.9,29532,0,-1,0,0,90,187,0,0,12,Crystal Palace,Arsenal,Wolverhampton,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Timothy,Castagne,DEF,LEI,5700000,0,54,4.2,7.36842105263158E-07,9.47368421052632E-06,0,1763306,1,13,0,0,0,1,0,9.5,8966,2,0,54,-2,0.4,0,2.5,4,0,4,0,3,4.1,1682265,0,-1,0,2,1085,31,0,0,233,Wolverhampton,Liverpool,Aston Villa,Arsenal,Brighton,0,0,5.7,4.7,5.2,4.3,5,5.5,5.7,4.7,5.2,4.2,3.7,5.6,4.5,3.7,48
,Cavaleiro,MID,FUL,5300000,3,55,2.8,5.28301886792453E-07,1.0377358490566E-05,0,27863,2,23,0,0,0,3,0,10.4,338,-2,0,55,2,0.6,1,3.4,4,0,4,0,0,0.2,27075,0,-1,0,1,1432,1900,0,0,136,West Ham,Everton,Burnley,Sheffield United,Crystal Palace,2,5.3,3.3,1.8,1.7,1.7,2,1.9,2.4,2.3,0,2.1,2.7,2,1.9,2.3,96.6
Edinson,Cavani,FWD,MUN,7900000,8,56,3.5,4.43037974683544E-07,7.08860759493671E-06,0,568084,1,8,0,0,0,6,0,7.1,7343,-1,0,56,1,0.5,0,3.7,6,0,3,0,2,4.3,864730,0,-1,0,1,754,43385,0,0,212,Everton,West Brom,Newcastle,Chelsea,Man City,3,4.4,3.9,3,2.7,2.8,4.1,3.3,3.7,3.2,4,3.5,3.3,2.8,3.5,3.2,72.5
,Ceballos,MID,ARS,4700000,0,33,2.1,4.46808510638298E-07,7.02127659574468E-06,0,240318,3,12,0,0,0,0,0,7,397,-3,0,33,3,0.1,0,0.5,3,0,4,0,1,0.7,139913,0,-1,0,0,1015,49,0,0,207,Aston Villa,Leeds United F.C.,Man City,Leicester,Burnley,1.3,1.1,1,1.4,1.8,1,1.4,1,2.2,1.3,1.1,1.6,1.5,1.4,1.2,1.2,54.3
,Cedric,DEF,ARS,4600000,2,23,1.04545454545455,2.27272727272727E-07,5E-06,0,40694,1,4,0,0,0,0,0,5,782,-4,0,23,4,0.8,0,3.7,3,0,2,0,1,0.3,21823,0,-1,0,0,429,469,0,0,88,Aston Villa,Leeds United F.C.,Man City,Leicester,Burnley,0.7,0.5,0.9,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,17.7
,Chamberlain,MID,LIV,6300000,0,9,0.409090909090909,6.49350649350649E-08,1.42857142857143E-06,0,6397,0,2,0,0,0,0,0,1.4,67,-2,0,9,2,0.1,0,0.5,0,0,0,0,1,0,4740,0,-1,0,0,170,47,0,0,25,Man City,Leicester,Everton,Sheffield United,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.9
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,2590,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,-1,0,0,0,54,0,0,0,Aston Villa,Leeds United F.C.,Man City,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,-1,0,0,0,3,0,0,0,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,5900000,2,87,4.8,8.13559322033898E-07,1.47457627118644E-05,0,2579281,2,18,0,0,0,2,0,14.7,57054,4,1,87,-4,0.4,0,2.3,7,0,7,0,4,17.7,3629200,0,-1,0,1,1486,5203,-1,0,349,Sheffield United,Newcastle,Southampton,Man Utd,Everton,5.2,5.1,4.5,6,4.5,5.5,6.3,6.2,5.7,5.5,6.4,6.3,6,6.2,5.5,6.3,92.1
